Temperature,Humidity,Wind Speed,General Diffuse Flows,Diffuse Flows,Power Consumption
11.42,64.42,0.07,0.062,0.126,High
19.93,64.79,0.07,0.062,0.126,High
21.52,82.2,0.07,0.062,0.126,High
20.12,86,0.07,0.062,0.126,High
16.36,75.9,0.072,0.062,0.126,High
11.62,73.3,0.077,0.062,0.126,High
8.66,84.9,0.077,0.062,0.126,High
12.85,62.05,0.08,0.062,0.126,High
14.77,53.68,0.082,0.062,0.126,High
12.38,73.9,0.084,0.062,0.126,High
11.98,71.6,0.089,0.062,0.126,High
22.04,79.1,4.916,0.062,0.126,High
18.61,65.28,4.917,0.062,0.126,High
10.2,81.1,4.917,0.062,0.126,High
20.23,61.24,4.918,0.062,0.126,High
19.27,73.1,4.918,0.062,0.126,High
18.13,86.5,4.918,0.062,0.126,High
13.33,70.7,4.919,0.062,0.126,High
22.49,77.3,4.919,0.062,0.126,High
24.4,85.9,4.92,0.062,0.126,High
20.14,87.7,0.064,0.066,0.126,High
20.26,87.7,0.065,0.066,0.126,High
20.99,86.4,0.068,0.066,0.126,High
20.06,90.4,0.069,0.066,0.126,High
20.27,86.4,0.07,0.066,0.126,High
11.56,79.5,0.076,0.066,0.126,High
13.15,67.09,0.077,0.066,0.126,High
15.24,61.25,0.078,0.066,0.126,High
13.45,52.87,0.079,0.066,0.126,High
21.23,79.5,0.079,0.066,0.126,High
12.76,53.34,0.081,0.066,0.126,High
21.33,66.43,0.081,0.066,0.126,High
18.41,68.54,0.081,0.066,0.126,High
8.48,86.7,0.081,0.066,0.126,High
14.93,55.93,0.082,0.066,0.126,High
13.68,61.15,0.082,0.066,0.126,High
22.59,52.28,0.084,0.066,0.126,High
9.42,45.24,0.085,0.066,0.126,High
22.97,62.06,4.908,0.066,0.126,High
24.45,84.5,4.908,0.066,0.126,High
21.87,82.1,4.914,0.066,0.126,High
10,58.96,4.915,0.066,0.126,High
22.45,85.2,4.916,0.066,0.126,High
24.4,88,4.916,0.066,0.126,High
22.75,84.8,4.918,0.066,0.126,High
22.38,77.4,4.921,0.066,0.126,High
18.1,83,4.921,0.066,0.126,High
24.58,84.8,4.921,0.066,0.126,High
13.12,70.3,4.923,0.066,0.126,High
24.81,88.9,4.923,0.066,0.126,High
20.3,68.42,4.924,0.066,0.126,High
18.73,80.7,4.924,0.066,0.126,High
19.77,68.31,0.07,0.069,0.126,High
18.73,84.2,0.072,0.069,0.126,High
20.34,68.13,0.084,0.069,0.126,High
23.55,82.9,0.259,0.069,0.126,High
22.94,62.03,4.907,0.069,0.126,High
22.64,56.35,4.908,0.069,0.126,High
25.58,88.1,4.911,0.069,0.126,High
25.91,88.5,4.911,0.069,0.126,High
24.73,86.7,4.912,0.069,0.126,High
20.99,78.7,4.917,0.069,0.126,High
25.13,83.6,4.917,0.069,0.126,High
19.08,88.8,4.917,0.069,0.126,High
25.97,85,4.918,0.069,0.126,High
20.66,88.8,4.918,0.069,0.126,High
25.02,83.9,4.92,0.069,0.126,High
18.8,88.5,4.92,0.069,0.126,High
21.54,81.8,4.922,0.069,0.126,High
16.84,68.94,0.069,0.07,0.126,High
13.45,82,0.072,0.07,0.126,High
14.07,66.28,0.081,0.07,0.126,High
14.92,72.5,0.085,0.07,0.126,High
14.8,63.05,4.921,0.07,0.126,High
11.46,71.8,4.922,0.07,0.126,High
23.96,76.5,0.064,0.073,0.126,High
20.05,90.6,0.067,0.073,0.126,High
11.35,80.2,0.075,0.073,0.126,High
15.27,75.3,0.077,0.073,0.126,High
12.81,70.7,0.079,0.073,0.126,High
19.78,61.78,0.08,0.073,0.126,High
23.32,51.94,0.081,0.073,0.126,High
14.81,57.53,0.082,0.073,0.126,High
16.39,57.81,0.083,0.073,0.126,High
21,71,0.084,0.073,0.126,High
16.65,58.05,0.085,0.073,0.126,High
10.56,86.2,0.085,0.073,0.126,High
11.59,63.75,0.086,0.073,0.126,High
15.1,72.8,0.087,0.073,0.126,High
25.67,59.4,4.903,0.073,0.126,High
22.76,68.12,4.904,0.073,0.126,High
27.7,67.16,4.905,0.073,0.126,High
26.46,34.21,4.908,0.073,0.126,High
23.09,75.1,4.909,0.073,0.126,High
26.41,33.25,4.914,0.073,0.126,High
26.35,79,4.917,0.073,0.126,High
19.74,87.1,4.919,0.073,0.126,High
25.08,84.8,4.92,0.073,0.126,High
19.95,76.2,4.926,0.073,0.126,High
21.11,70.5,0.08,0.077,0.126,High
13.25,57.21,0.083,0.077,0.126,High
10.41,86.2,0.086,0.077,0.126,High
11.04,80,0.088,0.077,0.126,High
25.9,49.55,4.903,0.077,0.126,High
24.31,73.6,4.906,0.077,0.126,High
26.53,83.2,4.908,0.077,0.126,High
25.9,78.3,4.909,0.077,0.126,High
26.96,84.4,4.909,0.077,0.126,High
21.66,65.97,4.911,0.077,0.126,High
21.5,79.4,4.916,0.077,0.126,High
21.7,54.58,4.917,0.077,0.126,High
23.14,87,4.917,0.077,0.126,High
19.89,51.92,4.919,0.077,0.126,High
13.5,69.86,4.92,0.077,0.126,High
24.25,83.8,4.92,0.077,0.126,High
21.63,84,4.923,0.077,0.126,High
21.06,81.6,0.065,0.08,0.126,High
21.77,68.48,0.079,0.08,0.126,High
22.64,76.4,0.267,0.08,0.126,High
21.52,81,0.27,0.08,0.126,High
21.81,68.42,0.289,0.08,0.126,High
22.29,67.56,4.906,0.08,0.126,High
26.79,84.9,4.906,0.08,0.126,High
26.98,36.68,4.907,0.08,0.126,High
23.02,75.8,4.909,0.08,0.126,High
24,68.9,4.91,0.08,0.126,High
24.72,53.49,4.913,0.08,0.126,High
26.89,31.41,4.914,0.08,0.126,High
24.58,90.4,4.916,0.08,0.126,High
21.07,60.41,4.917,0.08,0.126,High
20.05,51.23,4.923,0.08,0.126,High
11.61,70.7,0.077,0.081,0.126,High
12.54,82.4,0.079,0.081,0.126,High
14.32,69.82,0.084,0.081,0.126,High
10.8,63.04,0.086,0.081,0.126,High
20.7,85,0.065,0.084,0.126,High
20.91,75.8,0.066,0.084,0.126,High
13.97,79.5,0.079,0.084,0.126,High
21.2,69.93,0.083,0.084,0.126,High
21.26,55.32,0.277,0.084,0.126,High
28.43,54.38,4.902,0.084,0.126,High
21.61,52.18,4.904,0.084,0.126,High
22.4,50.82,4.906,0.084,0.126,High
24.02,39.01,4.907,0.084,0.126,High
27.44,45.12,4.907,0.084,0.126,High
21.37,62.29,4.908,0.084,0.126,High
21.19,75.3,4.913,0.084,0.126,High
25.04,84.8,4.913,0.084,0.126,High
22.97,89,4.913,0.084,0.126,High
25.96,82.6,4.915,0.084,0.126,High
28.6,45.05,4.916,0.084,0.126,High
25.07,53.56,4.919,0.084,0.126,High
24.56,84.6,4.919,0.084,0.126,High
24.03,58.04,4.921,0.084,0.126,High
21.54,79.8,4.922,0.084,0.126,High
20.17,81.9,4.924,0.084,0.126,High
25.29,85.2,4.932,0.084,0.126,High
19.8,85.9,0.073,0.088,0.126,High
25.96,79.9,0.169,0.088,0.126,High
22.71,83.5,0.282,0.088,0.126,High
22.7,84.3,0.33,0.088,0.126,High
26.15,48.52,4.905,0.088,0.126,High
22.52,69.38,4.91,0.088,0.126,High
24.76,84.5,4.916,0.088,0.126,High
22.33,79.5,4.92,0.088,0.126,High
22.4,77.9,4.923,0.088,0.126,High
10.99,80.8,0.077,0.091,0.126,High
19.52,51.3,0.078,0.091,0.126,High
14.84,56.03,0.082,0.091,0.126,High
22.42,85.2,0.275,0.091,0.126,High
26.36,82.7,4.908,0.091,0.126,High
25.67,81.5,4.91,0.091,0.126,High
26.1,46.65,4.914,0.091,0.126,High
26.14,45.55,4.916,0.091,0.126,High
22.74,52.42,4.918,0.091,0.126,High
27.53,44.52,4.921,0.091,0.126,High
22.28,50.22,4.921,0.091,0.126,High
14.84,55.33,0.083,0.095,0.126,High
21.08,80.2,0.084,0.095,0.126,High
24.12,60.19,0.273,0.095,0.126,High
21.66,87.2,0.285,0.095,0.126,High
25.53,49.72,4.905,0.095,0.126,High
19.34,59.59,4.905,0.095,0.126,High
22.87,76.3,4.909,0.095,0.126,High
26.99,83.7,4.909,0.095,0.126,High
22.69,62.42,4.911,0.095,0.126,High
32.26,24.34,4.912,0.095,0.126,High
26.13,87.5,4.912,0.095,0.126,High
24.15,85.3,4.917,0.095,0.126,High
20,83.4,4.92,0.095,0.126,High
23.36,87.7,4.924,0.095,0.126,High
25.36,85.8,4.929,0.095,0.126,High
26.94,44.38,0.074,0.099,0.126,High
24.74,55.41,0.271,0.099,0.126,High
28.15,44.91,4.908,0.099,0.126,High
25.65,53.8,4.914,0.099,0.126,High
27.39,36.75,4.921,0.099,0.126,High
15.39,57.14,0.075,0.102,0.126,High
24.59,36.45,4.907,0.102,0.126,High
25.28,41.58,4.907,0.102,0.126,High
11.33,86.6,0.072,0.106,0.126,High
22.35,50.44,0.082,0.11,0.126,High
25.22,60.42,4.908,0.11,0.126,High
23.89,70.7,4.912,0.11,0.126,High
23.93,86.3,4.922,0.11,0.126,High
23.92,86,4.925,0.11,0.126,High
12.89,56.52,0.093,0.117,0.126,High
21.67,72.2,0.067,0.135,0.126,High
30.8,21.47,4.907,0.143,0.126,High
16.4,74.9,0.073,0.157,0.126,High
24.07,54.55,0.27,0.161,0.126,High
16.75,70.4,0.078,0.007,0.13,High
15.01,87,0.067,0.018,0.13,High
15.95,86.4,0.07,0.018,0.13,High
16.14,86.5,0.074,0.018,0.13,High
18.73,70.1,0.076,0.018,0.13,High
15.34,79,0.084,0.018,0.13,High
14.86,61.36,0.086,0.018,0.13,High
17.44,71.4,0.087,0.018,0.13,High
15.57,81.2,4.91,0.018,0.13,High
15.3,75.9,0.074,0.022,0.13,High
17.11,76.7,0.078,0.022,0.13,High
16.14,78.9,4.909,0.022,0.13,High
14.27,76.4,4.914,0.022,0.13,High
14.69,84,0.07,0.026,0.13,High
11.82,78.6,0.078,0.026,0.13,High
14.93,66.29,0.081,0.026,0.13,High
18.47,74.5,0.082,0.026,0.13,High
13.77,81.1,0.082,0.026,0.13,High
18.11,70.9,4.913,0.026,0.13,High
18.62,81.3,4.917,0.026,0.13,High
18.58,78.3,4.921,0.026,0.13,High
12.33,85.3,0.073,0.029,0.13,High
15.66,77.1,0.082,0.029,0.13,High
10.6,67.29,0.084,0.029,0.13,High
15.19,78.8,0.086,0.029,0.13,High
14.76,79.7,0.087,0.029,0.13,High
18.73,67.3,4.909,0.029,0.13,High
16.09,86.4,0.072,0.033,0.13,High
14.57,78.4,0.075,0.033,0.13,High
13.87,71.2,0.079,0.033,0.13,High
14.13,76.3,0.08,0.033,0.13,High
12.28,70.8,0.083,0.033,0.13,High
10.73,63.57,0.084,0.033,0.13,High
14.29,68.89,0.084,0.033,0.13,High
19.4,84.2,4.921,0.033,0.13,High
14.8,85.7,0.069,0.037,0.13,High
15.53,73.1,0.072,0.037,0.13,High
15.77,82.8,0.073,0.037,0.13,High
13.28,87.1,0.073,0.037,0.13,High
12.82,87.6,0.075,0.037,0.13,High
11.07,70.4,0.077,0.037,0.13,High
16.72,75.3,0.08,0.037,0.13,High
15.1,72.8,0.082,0.037,0.13,High
12.89,62.67,0.088,0.037,0.13,High
9.72,51.1,0.094,0.037,0.13,High
15.93,79.6,4.911,0.037,0.13,High
20.12,78.4,4.914,0.037,0.13,High
19.34,89.4,4.915,0.037,0.13,High
20.14,79.5,4.919,0.037,0.13,High
18.86,90.2,4.92,0.037,0.13,High
19.43,50.05,4.921,0.037,0.13,High
19.02,86.7,0.066,0.04,0.13,High
18.99,86.7,0.069,0.04,0.13,High
20.2,84.7,0.07,0.04,0.13,High
20.12,61.78,0.071,0.04,0.13,High
15.71,88.4,0.071,0.04,0.13,High
16.12,72.8,0.073,0.04,0.13,High
11.65,85.1,0.073,0.04,0.13,High
14.24,81.3,0.078,0.04,0.13,High
13.25,61.2,0.08,0.04,0.13,High
21.26,66.2,0.08,0.04,0.13,High
12.21,70.3,0.082,0.04,0.13,High
13.46,70.6,0.083,0.04,0.13,High
14.23,63.3,0.084,0.04,0.13,High
11.84,61.78,0.087,0.04,0.13,High
11.57,63.34,0.087,0.04,0.13,High
14.8,81.2,0.088,0.04,0.13,High
24.4,86.1,4.914,0.04,0.13,High
22.94,82.5,4.916,0.04,0.13,High
11.69,75.2,4.919,0.04,0.13,High
20.24,87.8,0.066,0.044,0.13,High
16.43,74.1,0.071,0.044,0.13,High
11.98,82,0.072,0.044,0.13,High
14.24,85.3,0.074,0.044,0.13,High
13.48,58.04,0.075,0.044,0.13,High
13.22,60.75,0.075,0.044,0.13,High
20.77,64.21,0.077,0.044,0.13,High
15.24,73.9,0.077,0.044,0.13,High
13.76,48.93,0.079,0.044,0.13,High
13.78,65.75,0.08,0.044,0.13,High
13.36,70.9,0.08,0.044,0.13,High
14.64,65.06,0.081,0.044,0.13,High
18.98,65.09,0.082,0.044,0.13,High
19.32,69.25,0.082,0.044,0.13,High
10.3,71.9,0.082,0.044,0.13,High
14.58,63.92,0.084,0.044,0.13,High
14.55,81.6,0.085,0.044,0.13,High
10.24,68.07,0.087,0.044,0.13,High
14.26,63.08,4.913,0.044,0.13,High
10.57,55.18,4.914,0.044,0.13,High
20.05,78.4,4.921,0.044,0.13,High
18.83,88.1,4.925,0.044,0.13,High
20.46,87.7,0.065,0.048,0.13,High
20.02,85,0.069,0.048,0.13,High
15.42,84.8,0.07,0.048,0.13,High
21.05,86,0.071,0.048,0.13,High
12.66,83.6,0.073,0.048,0.13,High
16.05,86,0.073,0.048,0.13,High
9.02,63.38,0.075,0.048,0.13,High
12.83,62,0.08,0.048,0.13,High
14.58,64.35,0.083,0.048,0.13,High
14.6,67.92,0.083,0.048,0.13,High
18.14,43.88,0.084,0.048,0.13,High
6.472,68.91,0.084,0.048,0.13,High
13.2,78,0.084,0.048,0.13,High
11.24,81.2,0.085,0.048,0.13,High
13.39,84.8,0.085,0.048,0.13,High
13.74,61.11,0.086,0.048,0.13,High
13.35,52.27,0.087,0.048,0.13,High
11.85,78.9,0.087,0.048,0.13,High
26.3,82.9,4.908,0.048,0.13,High
16.88,71.9,4.914,0.048,0.13,High
21.73,86.6,4.914,0.048,0.13,High
16.63,74.2,4.915,0.048,0.13,High
20.05,84.2,4.916,0.048,0.13,High
18.71,49.68,4.919,0.048,0.13,High
20.15,88.2,4.922,0.048,0.13,High
20.16,52.32,4.923,0.048,0.13,High
10.03,74.9,4.923,0.048,0.13,High
20.67,83.5,0.066,0.051,0.13,High
19.44,87.1,0.068,0.051,0.13,High
12.32,86.9,0.074,0.051,0.13,High
12.87,77.2,0.076,0.051,0.13,High
19.49,65.52,0.077,0.051,0.13,High
15.68,78.1,0.08,0.051,0.13,High
13.79,67.62,0.081,0.051,0.13,High
11.03,87.8,0.081,0.051,0.13,High
13.68,66.19,0.082,0.051,0.13,High
14.08,67.73,0.083,0.051,0.13,High
13.68,70.1,0.084,0.051,0.13,High
13.98,74,0.085,0.051,0.13,High
11.43,54.99,0.088,0.051,0.13,High
11.42,61.94,0.088,0.051,0.13,High
10.09,70.8,0.088,0.051,0.13,High
15.15,71.7,0.088,0.051,0.13,High
12.17,80.6,0.092,0.051,0.13,High
21.32,55.35,0.276,0.051,0.13,High
24.95,76.4,4.91,0.051,0.13,High
23.2,52.09,4.916,0.051,0.13,High
17.21,85.4,4.918,0.051,0.13,High
19.23,84.2,4.92,0.051,0.13,High
18.84,84.6,4.921,0.051,0.13,High
20.35,89,0.065,0.055,0.13,High
21.08,82,0.066,0.055,0.13,High
20.14,87.4,0.066,0.055,0.13,High
20.88,84.7,0.067,0.055,0.13,High
19.97,89.1,0.067,0.055,0.13,High
19.23,85,0.069,0.055,0.13,High
20.93,87.6,0.069,0.055,0.13,High
20.66,77.6,0.07,0.055,0.13,High
19.71,86.5,0.071,0.055,0.13,High
15.07,83.6,0.072,0.055,0.13,High
18.17,88,0.072,0.055,0.13,High
15.06,83.7,0.074,0.055,0.13,High
19.96,85.7,0.074,0.055,0.13,High
13.08,78.9,0.078,0.055,0.13,High
22.36,60.14,0.079,0.055,0.13,High
11.29,72.8,0.079,0.055,0.13,High
13.61,53.34,0.08,0.055,0.13,High
20.13,89.7,0.08,0.055,0.13,High
14.22,58.03,0.081,0.055,0.13,High
11.26,72.8,0.081,0.055,0.13,High
12.68,82.2,0.081,0.055,0.13,High
13.84,67.69,0.082,0.055,0.13,High
17.88,58.59,0.084,0.055,0.13,High
16.68,48.56,0.085,0.055,0.13,High
15.77,52.14,0.085,0.055,0.13,High
8.62,86.9,0.089,0.055,0.13,High
22.89,62.36,4.907,0.055,0.13,High
20.27,77.7,4.914,0.055,0.13,High
12.04,73.6,4.915,0.055,0.13,High
22.1,74.1,4.915,0.055,0.13,High
18.92,80.9,4.917,0.055,0.13,High
21.4,81.5,4.921,0.055,0.13,High
14.16,66.25,4.922,0.055,0.13,High
14.83,61.42,4.923,0.055,0.13,High
19.16,86.5,4.923,0.055,0.13,High
21.13,85.6,4.916,0.058,0.13,High
22.26,73,4.922,0.058,0.13,High
21.47,83.9,0.065,0.059,0.13,High
20.88,85.4,0.067,0.059,0.13,High
21.04,86.4,0.067,0.059,0.13,High
20.78,85.4,0.068,0.059,0.13,High
18.63,78.7,0.07,0.059,0.13,High
19.89,81.5,0.07,0.059,0.13,High
19.26,84.9,0.071,0.059,0.13,High
15.28,85.2,0.072,0.059,0.13,High
14.02,62.19,0.074,0.059,0.13,High
12.96,76.2,0.074,0.059,0.13,High
12.02,77.5,0.074,0.059,0.13,High
19.19,62.16,0.075,0.059,0.13,High
21.07,66.55,0.075,0.059,0.13,High
15.81,79.3,0.075,0.059,0.13,High
12.46,76.7,0.078,0.059,0.13,High
13.48,53.04,0.083,0.059,0.13,High
14.58,63.32,0.083,0.059,0.13,High
9.03,49.48,0.084,0.059,0.13,High
10.13,68.67,0.085,0.059,0.13,High
12.03,69.92,0.085,0.059,0.13,High
18.16,70.9,0.085,0.059,0.13,High
9.06,55.09,0.087,0.059,0.13,High
24.55,85.5,4.908,0.059,0.13,High
21.54,80.4,4.916,0.059,0.13,High
20.45,82.9,4.92,0.059,0.13,High
24.04,74.4,0.064,0.062,0.13,High
20.13,84.8,0.067,0.062,0.13,High
20.48,87.9,0.067,0.062,0.13,High
19.34,86.3,0.068,0.062,0.13,High
14.61,87,0.071,0.062,0.13,High
16.42,75.2,0.073,0.062,0.13,High
15.33,73.8,0.075,0.062,0.13,High
12.62,48.1,0.077,0.062,0.13,High
12.62,53.14,0.079,0.062,0.13,High
22.31,77.2,0.079,0.062,0.13,High
19.9,61.15,0.08,0.062,0.13,High
19.24,29.11,0.082,0.062,0.13,High
19.01,52.52,0.082,0.062,0.13,High
6.756,67.95,0.084,0.062,0.13,High
18.3,69.49,0.085,0.062,0.13,High
12.03,80,0.085,0.062,0.13,High
14.32,58.89,0.086,0.062,0.13,High
13.51,66.89,0.086,0.062,0.13,High
13.41,53.07,0.087,0.062,0.13,High
9.72,69.96,0.087,0.062,0.13,High
10.08,69.92,0.089,0.062,0.13,High
19.91,71.1,0.089,0.062,0.13,High
12.76,76.4,0.089,0.062,0.13,High
10.79,80.7,0.09,0.062,0.13,High
23.47,64.98,4.903,0.062,0.13,High
24.62,77.6,4.904,0.062,0.13,High
23.86,75.7,4.906,0.062,0.13,High
26.19,84.4,4.911,0.062,0.13,High
12.12,77,4.913,0.062,0.13,High
22.82,84.8,4.915,0.062,0.13,High
22.44,84.7,4.916,0.062,0.13,High
20.24,60.04,4.917,0.062,0.13,High
22.12,67.42,4.917,0.062,0.13,High
14.12,67.59,4.917,0.062,0.13,High
20.26,78.7,4.92,0.062,0.13,High
19.64,65.07,4.921,0.062,0.13,High
19.75,55.02,4.924,0.062,0.13,High
19.58,79.9,0.067,0.066,0.13,High
12.55,83.6,0.067,0.066,0.13,High
20.35,86.3,0.07,0.066,0.13,High
13.81,72.9,0.072,0.066,0.13,High
19.84,78.9,0.073,0.066,0.13,High
19.27,82.3,0.073,0.066,0.13,High
18.36,91.4,0.078,0.066,0.13,High
13.94,63.29,0.079,0.066,0.13,High
10.83,74.4,0.079,0.066,0.13,High
10.59,76.3,0.08,0.066,0.13,High
20.82,80.7,0.08,0.066,0.13,High
11.57,81.2,0.081,0.066,0.13,High
13.7,61.35,0.082,0.066,0.13,High
13.42,73.5,0.084,0.066,0.13,High
14.45,79.6,0.085,0.066,0.13,High
15.39,57.32,0.087,0.066,0.13,High
14.98,73.7,0.088,0.066,0.13,High
23.51,82.9,0.275,0.066,0.13,High
22.06,86.1,0.283,0.066,0.13,High
26.92,70.8,4.903,0.066,0.13,High
22.66,75.6,4.905,0.066,0.13,High
25.75,89.1,4.908,0.066,0.13,High
25.83,84.7,4.911,0.066,0.13,High
14.4,61.75,4.913,0.066,0.13,High
21.73,69.45,4.915,0.066,0.13,High
24.83,84.5,4.916,0.066,0.13,High
20.22,45.94,4.92,0.066,0.13,High
18.59,84.9,4.92,0.066,0.13,High
20.02,83.4,4.922,0.066,0.13,High
18.64,88.8,0.066,0.069,0.13,High
20.14,59.54,0.073,0.069,0.13,High
18.54,91.7,0.077,0.069,0.13,High
21.52,49.93,0.079,0.069,0.13,High
19.63,73.1,0.079,0.069,0.13,High
20.26,81.7,0.079,0.069,0.13,High
21.6,49.9,0.081,0.069,0.13,High
19.92,73.4,0.083,0.069,0.13,High
20.94,67.7,0.084,0.069,0.13,High
24.25,75.9,4.905,0.069,0.13,High
26.26,83.8,4.907,0.069,0.13,High
24.55,85,4.907,0.069,0.13,High
21.12,70.3,4.914,0.069,0.13,High
23.17,57.9,4.915,0.069,0.13,High
21.37,61.24,4.916,0.069,0.13,High
20.35,77.5,4.917,0.069,0.13,High
21.68,83.8,4.917,0.069,0.13,High
22.21,55.77,4.918,0.069,0.13,High
17.24,58.82,4.919,0.069,0.13,High
25.85,76,4.919,0.069,0.13,High
21.92,84,4.92,0.069,0.13,High
23.88,74.2,4.926,0.069,0.13,High
11.83,70.4,0.078,0.07,0.13,High
13.11,56.98,0.085,0.07,0.13,High
15.91,62.58,0.085,0.07,0.13,High
19.97,81.3,0.068,0.073,0.13,High
18.22,87.6,0.074,0.073,0.13,High
23.78,43.34,0.081,0.073,0.13,High
12.79,61.44,0.083,0.073,0.13,High
14.06,79.5,0.083,0.073,0.13,High
10.4,76.1,0.085,0.073,0.13,High
6.479,69.68,0.087,0.073,0.13,High
21.95,53.42,0.295,0.073,0.13,High
26.22,41.61,4.904,0.073,0.13,High
25.43,82.8,4.909,0.073,0.13,High
23.91,86.4,4.909,0.073,0.13,High
21.94,64.57,4.91,0.073,0.13,High
26.11,79.6,4.91,0.073,0.13,High
24.52,67,4.911,0.073,0.13,High
26.16,84.3,4.911,0.073,0.13,High
25.89,85.6,4.914,0.073,0.13,High
24.31,83.9,4.919,0.073,0.13,High
19.31,89.2,4.919,0.073,0.13,High
26.09,53.68,4.922,0.073,0.13,High
24.2,84.3,4.923,0.073,0.13,High
19.07,81.3,0.071,0.077,0.13,High
15.04,83.7,0.074,0.077,0.13,High
16.2,70.8,0.081,0.077,0.13,High
13.87,63.92,0.082,0.077,0.13,High
12.87,59.31,0.084,0.077,0.13,High
11.7,66.64,0.085,0.077,0.13,High
27.2,75.3,4.903,0.077,0.13,High
23.05,65.89,4.905,0.077,0.13,High
31.94,25.01,4.906,0.077,0.13,High
24.4,83.9,4.906,0.077,0.13,High
26.04,83.3,4.911,0.077,0.13,High
16.15,55.11,4.915,0.077,0.13,High
18.51,50.45,4.919,0.077,0.13,High
20.24,85.4,4.921,0.077,0.13,High
27.98,43.98,4.925,0.077,0.13,High
23.98,74.6,0.064,0.08,0.13,High
27.72,53.62,0.067,0.08,0.13,High
19.38,61.74,0.082,0.08,0.13,High
15.52,66.59,0.082,0.08,0.13,High
28.21,72.2,4.904,0.08,0.13,High
27.38,27.68,4.906,0.08,0.13,High
27.22,32.64,4.906,0.08,0.13,High
23.57,71.5,4.907,0.08,0.13,High
23.99,75.1,4.908,0.08,0.13,High
24.24,69.86,4.909,0.08,0.13,High
25.9,88.1,4.911,0.08,0.13,High
23.63,56.69,4.916,0.08,0.13,High
24.38,82.3,4.916,0.08,0.13,High
24.47,83,4.917,0.08,0.13,High
22.04,83.3,4.917,0.08,0.13,High
24.98,83.9,4.918,0.08,0.13,High
25.03,83.8,4.92,0.08,0.13,High
25.36,85.4,4.923,0.08,0.13,High
11.34,81.7,0.081,0.081,0.13,High
12.99,65.92,0.083,0.081,0.13,High
20.06,90.9,0.065,0.084,0.13,High
16.23,75.9,0.067,0.084,0.13,High
10.38,81.9,0.07,0.084,0.13,High
21.23,59.98,0.083,0.084,0.13,High
12.22,65.38,0.084,0.084,0.13,High
13.16,74.4,0.085,0.084,0.13,High
8.99,53.54,0.086,0.084,0.13,High
23.82,54.28,0.335,0.084,0.13,High
22.6,54.75,4.905,0.084,0.13,High
26.34,83.2,4.905,0.084,0.13,High
25.25,59.22,4.906,0.084,0.13,High
26.99,31.08,4.908,0.084,0.13,High
26.95,76.8,4.908,0.084,0.13,High
24.49,36.71,4.912,0.084,0.13,High
26.18,84.5,4.914,0.084,0.13,High
24.89,84.6,4.916,0.084,0.13,High
13.51,61.78,4.917,0.084,0.13,High
20.79,79.7,4.919,0.084,0.13,High
20.98,85.5,4.919,0.084,0.13,High
22.45,76.6,4.922,0.084,0.13,High
25.59,84.6,4.924,0.084,0.13,High
22.58,65.82,4.925,0.084,0.13,High
18.84,81.5,0.069,0.088,0.13,High
20.24,84.2,0.071,0.088,0.13,High
12.17,84.2,0.076,0.088,0.13,High
22.16,73.6,0.077,0.088,0.13,High
23.71,42.26,0.08,0.088,0.13,High
26.44,55.05,0.081,0.088,0.13,High
17.41,70.9,0.082,0.088,0.13,High
13.73,67.44,0.083,0.088,0.13,High
24.05,66.16,4.908,0.088,0.13,High
24.26,85.8,4.908,0.088,0.13,High
23.58,51.92,4.913,0.088,0.13,High
25.07,84.4,4.915,0.088,0.13,High
24.36,84.8,4.917,0.088,0.13,High
18.54,85.3,4.917,0.088,0.13,High
24.57,82.7,4.922,0.088,0.13,High
23.88,86.6,4.924,0.088,0.13,High
16.22,75.6,0.071,0.091,0.13,High
22.74,82.9,0.073,0.091,0.13,High
11.22,87.1,0.073,0.091,0.13,High
11.58,79.8,0.078,0.091,0.13,High
21.57,70.8,0.079,0.091,0.13,High
23.9,59.56,4.904,0.091,0.13,High
25.22,83.8,4.906,0.091,0.13,High
24.03,39.21,4.907,0.091,0.13,High
25.52,79.4,4.915,0.091,0.13,High
23.24,86.9,4.923,0.091,0.13,High
12.34,63.37,0.081,0.092,0.13,High
23.84,78.4,0.063,0.095,0.13,High
15.29,74.7,0.072,0.095,0.13,High
30.74,39.91,4.906,0.095,0.13,High
25.52,46.22,4.907,0.095,0.13,High
30.27,47.32,4.907,0.095,0.13,High
26.69,39.88,4.908,0.095,0.13,High
27.48,76.4,4.909,0.095,0.13,High
23.75,65.62,4.906,0.099,0.13,High
26.22,85.5,4.911,0.099,0.13,High
22.98,52.09,4.919,0.099,0.13,High
20.76,72.7,4.919,0.099,0.13,High
28.82,51.22,0.069,0.102,0.13,High
14.26,69.83,0.088,0.102,0.13,High
24.59,71.5,4.912,0.102,0.13,High
28.73,43.78,4.91,0.106,0.13,High
25.14,84.3,4.923,0.106,0.13,High
24.82,64.67,4.911,0.11,0.13,High
24.22,49.18,4.912,0.11,0.13,High
24.7,83.2,4.919,0.11,0.13,High
10.85,51.09,0.08,0.117,0.13,High
17.73,80.3,0.085,0.117,0.13,High
27.02,51.68,4.909,0.117,0.13,High
25.52,82.4,4.917,0.117,0.13,High
24.07,59.11,4.908,0.128,0.13,High
13.67,82.2,0.076,0.132,0.13,High
14.07,59.23,0.082,0.139,0.13,High
24.57,53.92,4.908,0.186,0.13,High
15.7,73.5,4.925,0.198,0.13,High
